DATE,DEPTH,CHLORA
1991-06-17,1500,0.55
1991-06-17,2500,
1991-06-17,2000,0.46
1991-06-17,2600,
1991-06-17,1000,1.57
1991-06-17,100,2.05
1991-07-22,100,2.02
1991-07-22,2500,
1991-07-22,1000,5.11
1991-07-22,500,
1991-07-22,2700,
1991-07-22,2000,1.49
1991-07-22,1500,4.34
1991-08-14,100,2.14
1991-08-14,1000,2.27
1991-08-14,1500,
1991-08-14,500,
1991-08-14,2700,
1991-08-14,2000,1.98
1991-09-10,2600,
1991-09-10,1000,1.34
1991-09-10,500,
1991-09-10,100,1.66
1991-09-10,2000,0.58
1991-09-10,1500,1.11
1991-09-10,2500,
1991-10-17,500,
1991-10-17,2000,0.99
1991-10-17,1000,2.67
1991-10-17,1500,2.6
1991-10-17,2600,
1991-10-17,100,3.13
1991-11-12,1000,6.14
1991-11-12,2500,
1991-11-12,2000,3.11
1991-11-12,100,8.27
1991-11-12,1500,4.72
1991-11-12,500,
1991-12-12,2000,1.73
1991-12-12,100,10.75
1991-12-12,1500,2.29
1991-12-12,1000,10.22
1991-12-12,500,
1991-12-12,2600,
1991-12-12,2500,
1992-01-30,1500,1.52
1992-01-30,2700,
1992-01-30,2000,0.75
1992-01-30,1000,1.16
1992-01-30,2500,
1992-01-30,500,
1992-01-30,100,1.49
1992-02-11,2000,
1992-02-11,100,
1992-02-11,500,
1992-02-11,2500,
1992-02-11,1500,
1992-02-11,1000,
1992-02-20,1000,1.61
1992-02-20,2700,
1992-02-20,1500,1.45
1992-02-20,100,1.47
1992-02-20,2500,
1992-02-20,2000,1.33
1992-02-20,500,
1992-02-27,2000,
1992-02-27,500,
1992-02-27,1000,
1992-02-27,2500,
1992-02-27,100,
1992-02-27,1500,
1992-03-04,500,
1992-03-04,2500,
1992-03-04,1000,
1992-03-04,100,
1992-03-04,1500,
1992-03-04,2000,
1992-03-19,1500,
1992-03-19,1000,
1992-03-19,100,
1992-03-19,500,
1992-03-19,2000,
1992-03-19,2500,
1992-03-26,1000,
1992-03-26,500,
1992-03-26,1500,
1992-03-26,2500,
1992-03-26,2000,
1992-03-26,100,
1992-03-30,2700,
1992-03-30,100,2.27
1992-03-30,1000,3.08
1992-03-30,500,
1992-03-30,2500,
1992-03-30,1500,5.83
1992-03-30,2000,21.12
1992-04-21,2700,
1992-04-21,500,
1992-04-21,1500,1.69
1992-04-21,100,3.18
1992-04-21,2000,1.11
1992-04-21,2500,
1992-04-21,1000,4.51
1992-05-13,2000,0.67
1992-05-13,1500,1.25
1992-05-13,500,
1992-05-13,2500,
1992-05-13,2700,
1992-05-13,100,1.83
1992-05-13,1000,2.22
1992-06-16,1000,4.55
1992-06-16,100,1.93
1992-06-16,2500,
1992-06-16,2700,
1992-06-16,2000,2.24
1992-06-16,500,
1992-06-16,1500,3.86
1992-07-09,2500,
1992-07-09,1500,1.28
1992-07-09,500,
1992-07-09,2000,0.7
1992-07-09,2700,
1992-07-09,1000,1.66
1992-07-09,100,0.94
1992-08-06,1500,2.53
1992-08-06,100,2.48
1992-08-06,1000,2.84
1992-08-06,500,3.69
1992-08-06,2000,2.6
1992-08-06,2500,4.92
1992-08-17,100,4.46
1992-08-17,1000,3.13
1992-08-17,1500,2.46
1992-08-17,2600,
1992-08-17,2500,
1992-08-17,2000,2.7
1992-08-17,500,
1992-08-27,2500,1.61
1992-08-27,1000,4.12
1992-08-27,2000,1.25
1992-08-27,500,6.46
1992-08-27,1500,2.67
1992-08-27,100,7.78
1992-09-03,1000,2.07
1992-09-03,500,2.17
1992-09-03,2000,0.7
1992-09-03,100,2.22
1992-09-03,1500,0.53
1992-09-03,2500,0.75
1992-09-09,1500,4.1
1992-09-09,2000,0.41
1992-09-09,1000,2.34
1992-09-09,2500,
1992-09-09,500,
1992-09-09,100,4.99
1992-09-09,2700,
1992-09-17,2000,
1992-09-17,2500,
1992-09-17,100,
1992-09-17,500,
1992-09-17,1500,
1992-09-17,1000,
1992-09-24,100,
1992-09-24,500,
1992-09-24,1000,
1992-09-24,1500,
1992-09-24,2000,
1992-09-24,2500,
1992-10-01,2500,
1992-10-01,100,
1992-10-01,1000,
1992-10-01,500,
1992-10-01,1500,
1992-10-01,2000,
1992-10-12,1000,8.48
1992-10-12,2700,
1992-10-12,2500,
1992-10-12,100,7.78
1992-10-12,2000,4.0
1992-10-12,500,
1992-10-12,1500,8.87
1992-11-16,100,5.23
1992-11-16,1500,3.9
1992-11-16,2000,0.43
1992-11-16,2500,
1992-11-16,500,
1992-11-16,1000,4.94
1992-12-15,1500,1.59
1992-12-15,2500,
1992-12-15,2000,0.6
1992-12-15,1000,2.05
1992-12-15,100,2.48
1992-12-15,2700,
1992-12-15,500,
1993-01-19,2700,
1993-01-19,1500,1.37
1993-01-19,100,1.57
1993-01-19,2000,1.04
1993-01-19,500,
1993-01-19,1000,1.45
1993-01-19,2500,
1993-02-02,2500,
1993-02-02,2000,
1993-02-02,500,
1993-02-02,1000,
1993-02-02,1500,
1993-02-02,100,
1993-02-10,2000,
1993-02-10,2500,
1993-02-10,100,
1993-02-10,1500,
1993-02-10,1000,
1993-02-10,500,
1993-02-14,100,0.99
1993-02-14,1000,0.87
1993-02-14,500,
1993-02-14,2000,0.41
1993-02-14,2500,
1993-02-14,1500,0.43
1993-02-14,2700,
1993-02-24,1000,
1993-02-24,100,
1993-02-24,2000,
1993-02-24,500,
1993-02-24,1500,
1993-02-24,2500,
1993-03-04,100,
1993-03-04,500,
1993-03-04,1000,
1993-03-04,1500,
1993-03-04,2500,
1993-03-04,2000,
1993-03-09,1000,
1993-03-09,500,
1993-03-09,2000,
1993-03-09,100,
1993-03-09,2500,
1993-03-09,1500,
1993-03-16,2700,
1993-03-16,2000,1.3
1993-03-16,2500,
1993-03-16,100,11.33
1993-03-16,500,
1993-03-16,1500,2.29
1993-03-16,1000,4.7
1993-03-24,1500,
1993-03-24,100,
1993-03-24,2500,
1993-03-24,500,
1993-03-24,1000,
1993-03-24,2000,
1993-03-31,2500,
1993-03-31,500,
1993-03-31,1000,
1993-03-31,2000,
1993-03-31,100,
1993-03-31,1500,
1993-04-05,2000,
1993-04-05,1500,
1993-04-05,1000,
1993-04-05,2500,
1993-04-05,500,
1993-04-05,100,
1993-04-15,1500,2.14
1993-04-15,2700,
1993-04-15,100,4.84
1993-04-15,2500,
1993-04-15,1000,4.48
1993-04-15,2000,1.54
1993-04-15,500,
1993-04-21,1000,
1993-04-21,1500,
1993-04-21,100,
1993-04-21,500,
1993-04-21,2500,
1993-04-21,2000,
1993-05-17,2600,
1993-05-17,1500,3.2
1993-05-17,1000,4.46
1993-05-17,2000,0.48
1993-05-17,2500,
1993-05-17,500,
1993-05-17,100,2.39
1993-06-14,2700,
1993-06-14,500,
1993-06-14,2000,0.8
1993-06-14,100,1.42
1993-06-14,1000,2.48
1993-06-14,2500,
1993-06-14,1500,1.52
1993-07-13,1500,2.8
1993-07-13,2500,
1993-07-13,2700,
1993-07-13,100,3.73
1993-07-13,500,
1993-07-13,2000,1.83
1993-07-13,1000,3.88
1993-08-23,2700,
1993-08-23,2500,3.13
1993-08-23,500,
1993-08-23,1500,3.11
1993-08-23,100,3.73
1993-08-23,1000,3.28
1993-08-23,2000,2.36
1993-09-16,1000,6.12
1993-09-16,2500,
1993-09-16,2000,3.49
1993-09-16,1500,4.55
1993-09-16,100,7.49
1993-09-16,500,
1993-09-16,2700,
1993-10-12,2700,
1993-10-12,2000,2.19
1993-10-12,1000,7.11
1993-10-12,2500,
1993-10-12,500,
1993-10-12,1500,3.08
1993-10-12,100,9.37
1993-11-15,500,
1993-11-15,2500,
1993-11-15,1500,3.59
1993-11-15,2000,5.54
1993-11-15,100,6.19
1993-11-15,2600,
1993-11-15,1000,6.12
1993-12-16,100,2.0
1993-12-16,500,
1993-12-16,1000,2.05
1993-12-16,2700,
1993-12-16,2500,
1993-12-16,1500,0.92
1993-12-16,2000,1.57
1994-01-25,1500,0.82
1994-01-25,2700,
1994-01-25,2500,
1994-01-25,500,1.35
1994-01-25,300,1.4
1994-01-25,100,1.33
1994-01-25,2000,0.67
1994-01-25,1000,0.84
1994-01-25,200,1.45
1994-02-23,2000,1.66
1994-02-23,2600,
1994-02-23,200,1.64
1994-02-23,2500,
1994-02-23,500,1.71
1994-02-23,300,1.73
1994-02-23,1000,1.64
1994-02-23,100,1.73
1994-02-23,1500,1.59
1994-03-15,200,3.69
1994-03-15,2000,1.9
1994-03-15,300,3.37
1994-03-15,100,3.4
1994-03-15,2700,
1994-03-15,1000,3.25
1994-03-15,1500,2.6
1994-03-15,2500,
1994-03-15,500,3.45
1994-04-18,2000,3.49
1994-04-18,200,2.8
1994-04-18,300,2.22
1994-04-18,2500,
1994-04-18,1000,3.47
1994-04-18,1500,2.27
1994-04-18,100,2.84
1994-04-18,2700,
1994-04-18,500,1.93
1994-05-25,2000,1.05
1994-05-25,1500,3.13
1994-05-25,200,2.77
1994-05-25,300,2.34
1994-05-25,2500,
1994-05-25,1000,4.07
1994-05-25,100,2.65
1994-05-25,500,2.51
1994-05-25,2700,
1994-06-21,1000,7.3
1994-06-21,100,3.65
1994-06-21,1500,2.18
1994-06-21,300,3.61
1994-06-21,2600,
1994-06-21,200,3.68
1994-06-21,2500,
1994-06-21,500,3.58
1994-06-21,2000,1.4
1994-07-27,300,2.29
1994-07-27,100,2.65
1994-07-27,2000,2.53
1994-07-27,1000,4.46
1994-07-27,200,2.29
1994-07-27,1500,3.73
1994-07-27,2600,
1994-07-27,500,3.73
1994-07-27,2500,
1994-08-17,1500,
1994-08-17,1000,
1994-08-17,100,
1994-08-17,2500,
1994-08-17,500,
1994-08-17,2600,
1994-08-17,2000,
1994-09-18,100,10.46
1994-09-18,500,4.65
1994-09-18,200,10.22
1994-09-18,1000,1.86
1994-09-18,2500,
1994-09-18,300,9.57
1994-09-18,2400,
1994-09-18,1500,0.67
1994-09-18,2000,0.43
1994-10-20,100,8.0
1994-10-20,1500,3.42
1994-10-20,1000,7.37
1994-10-20,2000,2.7
1994-10-20,300,7.47
1994-10-20,2500,
1994-10-20,200,8.05
1994-10-20,2700,
1994-10-20,500,7.81
1994-11-14,2600,
1994-11-14,300,5.2
1994-11-14,2000,5.71
1994-11-14,2500,
1994-11-14,100,4.87
1994-11-14,200,4.92
1994-11-14,500,4.96
1994-11-14,1500,5.4
1994-11-14,1000,4.82
1994-12-12,1500,0.41
1994-12-12,2600,
1994-12-12,100,2.17
1994-12-12,2000,0.94
1994-12-12,500,1.23
1994-12-12,1000,0.43
1994-12-12,2500,
1994-12-12,200,2.63
1994-12-12,300,1.47
1995-01-18,100,0.77
1995-01-18,2600,
1995-01-18,1500,0.89
1995-01-18,1000,0.82
1995-01-18,300,0.88
1995-01-18,200,0.72
1995-01-18,2000,0.82
1995-01-18,2500,
1995-01-18,500,0.8
1995-02-06,2600,
1995-02-06,1000,0.65
1995-02-06,500,0.72
1995-02-06,200,0.65
1995-02-06,1500,0.67
1995-02-06,2500,
1995-02-06,2000,0.67
1995-02-06,100,0.7
1995-02-06,300,0.7
1995-03-21,300,14.29
1995-03-21,500,15.01
1995-03-21,2600,
1995-03-21,2500,11.2
1995-03-21,200,14.0
1995-03-21,1500,11.95
1995-03-21,2000,10.77
1995-03-21,1000,15.4
1995-03-21,100,14.1
1995-04-18,300,3.83
1995-04-18,100,3.95
1995-04-18,1000,3.64
1995-04-18,1500,2.84
1995-04-18,200,4.0
1995-04-18,500,3.52
1995-04-18,2600,
1995-04-18,2000,1.76
1995-04-18,2500,2.81
1995-05-08,2500,0.84
1995-05-08,300,1.13
1995-05-08,200,1.13
1995-05-08,1000,1.37
1995-05-08,100,1.06
1995-05-08,2000,0.84
1995-05-08,2600,
1995-05-08,1500,1.23
1995-05-08,500,1.45
1995-06-08,1000,5.15
1995-06-08,500,4.1
1995-06-08,1500,1.06
1995-06-08,2700,
1995-06-08,100,3.81
1995-06-08,2000,0.7
1995-06-08,300,4.72
1995-06-08,200,3.76
1995-06-08,2500,0.7
1995-07-13,100,1.93
1995-07-13,2700,
1995-07-13,1500,2.36
1995-07-13,2000,0.84
1995-07-13,500,2.67
1995-07-13,2500,0.7
1995-07-13,300,2.19
1995-07-13,200,1.71
1995-07-13,1000,3.3
1995-08-23,100,3.71
1995-08-23,2500,0.58
1995-08-23,2000,1.66
1995-08-23,1500,2.84
1995-08-23,200,3.9
1995-08-23,2700,
1995-08-23,300,5.13
1995-08-23,500,5.08
1995-08-23,1000,6.27
1995-09-13,2500,0.82
1995-09-13,2000,1.98
1995-09-13,500,5.11
1995-09-13,300,5.16
1995-09-13,2700,
1995-09-13,1000,5.08
1995-09-13,200,5.66
1995-09-13,1500,1.95
1995-09-13,100,
1995-10-30,500,17.04
1995-10-30,1500,0.82
1995-10-30,200,3.81
1995-10-30,100,5.04
1995-10-30,300,3.78
1995-10-30,2000,0.7
1995-10-30,2600,
1995-10-30,2500,0.67
1995-10-30,1000,4.05
1995-11-22,200,4.12
1995-11-22,2500,0.46
1995-11-22,100,3.52
1995-11-22,1000,2.34
1995-11-22,1500,0.55
1995-11-22,2700,
1995-11-22,2000,0.48
1995-11-22,300,3.72
1995-11-22,500,6.29
1995-12-13,1500,1.37
1995-12-13,2000,1.2
1995-12-13,100,1.45
1995-12-13,1000,0.92
1995-12-13,2500,0.92
1995-12-13,2600,
1995-12-13,500,1.98
1995-12-13,300,1.49
1995-12-13,200,1.54
1996-01-17,2000,1.4
1996-01-17,1500,1.23
1996-01-17,2700,0.6
1996-01-17,100,0.6
1996-01-17,500,0.55
1996-01-17,2500,0.51
1996-01-17,1000,1.09
1996-02-29,500,5.36
1996-02-29,100,7.55
1996-02-29,1000,3.24
1996-02-29,2000,1.24
1996-02-29,1500,2.17
1996-03-06,1000,
1996-03-06,1500,9.01
1996-03-06,2000,2.07
1996-03-06,300,
1996-03-06,200,
1996-03-06,500,
1996-03-06,100,
1996-03-22,1000,3.28
1996-03-22,2000,2.89
1996-03-22,100,3.61
1996-03-22,500,3.28
1996-03-22,2100,
1996-03-22,1500,2.84
1996-03-23,200,3.13
1996-03-27,100,2.41
1996-03-27,2000,2.21
1996-03-27,500,2.84
1996-03-27,1500,2.05
1996-03-27,1000,2.26
1996-03-27,200,2.28
1996-03-28,1500,3.33
1996-03-28,2000,1.64
1996-03-28,100,2.65
1996-03-28,2500,1.2
1996-03-28,1000,3.13
1996-03-28,500,2.51
1996-03-28,2700,
1996-04-02,200,1.83
1996-04-02,1500,3.37
1996-04-02,1000,3.66
1996-04-02,2700,
1996-04-02,500,2.46
1996-04-02,2000,1.64
1996-04-02,100,2.22
1996-04-02,2500,1.98
1996-04-11,2700,2.26
1996-04-11,2000,0.47
1996-04-11,100,2.58
1996-04-11,500,2.51
1996-04-11,1500,2.97
1996-04-11,1000,2.7
1996-04-11,2500,0.43
1996-05-13,2000,1.27
1996-05-13,500,1.75
1996-05-13,100,1.86
1996-05-13,1500,4.74
1996-05-13,2600,0.98
1996-05-13,2500,0.88
1996-05-13,1000,1.9
1996-06-05,1500,
1996-06-05,100,
1996-06-05,2000,
1996-06-05,500,
1996-06-05,1000,
1996-06-05,2600,
1996-06-05,2500,
1996-06-27,1500,0.21
1996-06-27,500,3.83
1996-06-27,200,
1996-06-27,1000,0.43
1996-06-27,2500,0.43
1996-06-27,100,0.21
1996-06-27,2000,0.21
1996-07-04,1000,3.4
1996-07-04,2000,0.68
1996-07-04,1500,0.77
1996-07-04,100,2.26
1996-07-04,2500,0.68
1996-07-04,500,1.53
1996-07-04,200,
1996-07-11,200,
1996-07-11,2000,1.19
1996-07-11,300,
1996-07-11,100,1.62
1996-07-11,1000,1.96
1996-07-11,500,0.97
1996-07-11,2500,1.15
1996-07-11,1500,3.02
1996-07-18,200,1.32
1996-07-18,1000,3.28
1996-07-18,2500,1.06
1996-07-18,100,1.87
1996-07-18,500,2.26
1996-07-18,1500,2.77
1996-07-18,300,1.53
1996-07-18,2000,1.91
1996-07-25,300,4.04
1996-07-25,200,4.11
1996-07-25,500,2.98
1996-07-25,2500,0.85
1996-07-25,1500,4.96
1996-07-25,100,5.11
1996-07-25,1000,2.77
1996-07-25,2000,1.63
1996-08-02,2000,5.44
1996-08-02,100,1.99
1996-08-02,200,2.2
1996-08-02,500,2.54
1996-08-02,1000,4.93
1996-08-02,1500,7.29
1996-08-02,2500,1.02
1996-08-02,300,2.23
1996-08-08,500,2.93
1996-08-08,1500,6.13
1996-08-08,2500,1.63
1996-08-08,300,3.99
1996-08-08,2000,4.07
1996-08-08,100,3.31
1996-08-08,200,3.66
1996-08-08,1000,4.27
1996-08-15,200,3.77
1996-08-15,1000,3.82
1996-08-15,1500,1.73
1996-08-15,2000,1.84
1996-08-15,2500,1.3
1996-08-15,300,4.68
1996-08-15,100,4.23
1996-08-15,500,5.02
1996-08-21,1500,1.46
1996-08-21,200,3.28
1996-08-21,500,5.08
1996-08-21,300,6.17
1996-08-21,1000,4.96
1996-08-21,100,3.19
1996-08-21,1500,2.35
1996-08-21,2000,0.61
1996-08-29,100,4.54
1996-08-29,1500,3.1
1996-08-29,300,
1996-08-29,200,6.25
1996-08-29,2500,1.36
1996-08-29,1000,6.13
1996-08-29,2000,1.93
1996-08-29,500,6.38
1996-09-12,1000,5.7
1996-09-12,2500,0.63
1996-09-12,1500,2.92
1996-09-12,300,6.08
1996-09-12,2000,1.41
1996-09-12,200,5.66
1996-09-12,100,5.87
1996-09-12,500,6.16
1996-09-19,200,
1996-09-19,1500,2.34
1996-09-19,500,4.31
1996-09-19,2500,0.45
1996-09-19,1000,4.72
1996-09-19,300,
1996-09-19,100,4.53
1996-09-19,2000,2.49
1996-09-26,1500,3.43
1996-09-26,2000,0.55
1996-09-26,200,
1996-09-26,300,
1996-09-26,500,5.36
1996-09-26,1000,3.94
1996-09-26,2500,0.19
1996-09-26,100,3.2
1996-10-16,1000,4.08
1996-10-16,2500,0.35
1996-10-16,300,4.73
1996-10-16,2000,0.33
1996-10-16,1500,1.06
1996-10-16,100,4.38
1996-10-16,500,6.46
1996-10-16,200,4.73
1996-11-12,200,1.27
1996-11-12,500,1.3
1996-11-12,100,1.35
1996-11-12,300,1.18
1996-11-12,2000,0.62
1996-11-12,2500,0.76
1996-11-12,1500,0.5
1996-11-12,1000,1.29
1996-12-10,2500,1.01
1996-12-10,2000,1.61
1996-12-10,1500,2.25
1996-12-10,300,2.35
1996-12-10,500,2.41
1996-12-10,200,1.92
1996-12-10,1000,2.73
1996-12-10,100,2.23
1997-01-15,2000,0.53
1997-01-15,500,0.77
1997-01-15,200,0.38
1997-01-15,1000,0.98
1997-01-15,300,0.44
1997-01-15,1500,0.55
1997-01-15,100,0.41
1997-01-15,2500,0.35
1997-02-11,1000,1.95
1997-02-11,1500,1.76
1997-02-11,2000,1.72
1997-02-11,100,1.38
1997-02-11,300,1.84
1997-02-11,500,2.02
1997-02-11,2500,0.66
1997-02-11,200,2.03
1997-02-18,2500,1.29
1997-02-18,500,4.48
1997-02-18,200,5.01
1997-02-18,1500,1.57
1997-02-18,2000,0.98
1997-02-18,100,4.8
1997-02-18,1000,1.99
1997-02-18,300,5.08
1997-02-25,2000,1.06
1997-02-25,100,3.29
1997-02-25,500,3.45
1997-02-25,1000,3.22
1997-02-25,200,4.45
1997-02-25,300,3.4
1997-02-25,2500,0.89
1997-02-25,1500,2.79
1997-03-04,1000,8.52
1997-03-04,100,10.17
1997-03-04,1500,6.13
1997-03-04,2500,1.95
1997-03-04,2000,4.1
1997-03-04,200,10.51
1997-03-04,300,10.34
1997-03-04,500,10.13
1997-03-11,100,3.97
1997-03-11,200,4.4
1997-03-11,2000,8.42
1997-03-11,1000,8.13
1997-03-11,1500,11.62
1997-03-11,500,4.77
1997-03-11,2500,6.13
1997-03-11,300,4.1
1997-03-17,100,2.67
1997-03-17,300,2.89
1997-03-17,500,2.84
1997-03-17,2500,9.4
1997-03-17,2000,8.55
1997-03-17,1500,2.96
1997-03-17,1000,3.42
1997-03-17,200,2.71
1997-03-24,500,2.3
1997-03-24,1500,1.77
1997-03-24,1000,2.4
1997-03-24,2500,9.62
1997-03-24,2000,2.54
1997-03-24,300,2.58
1997-03-24,200,2.51
1997-03-24,100,2.23
1997-04-04,2000,2.16
1997-04-04,1500,2.1
1997-04-04,300,3.34
1997-04-04,500,3.37
1997-04-04,2500,2.24
1997-04-04,1000,3.48
1997-04-04,200,3.31
1997-04-04,100,3.34
1997-04-14,100,
1997-04-14,2500,
1997-04-14,1000,
1997-04-14,1500,
1997-04-14,500,
1997-04-14,2000,
1997-04-15,1500,2.55
1997-04-15,2500,1.82
1997-04-15,100,2.89
1997-04-15,1000,2.6
1997-04-15,300,2.84
1997-04-15,200,2.77
1997-04-15,2000,1.66
1997-04-15,500,3.72
1997-04-17,2500,1.7
1997-04-17,1000,2.87
1997-04-17,2000,1.64
1997-04-17,1500,2.21
1997-04-17,300,2.39
1997-04-17,200,2.64
1997-04-17,500,2.54
1997-04-17,100,2.46
1997-04-18,300,2.69
1997-04-18,100,2.6
1997-04-18,1500,2.25
1997-04-18,2000,1.85
1997-04-18,500,2.54
1997-04-18,2500,1.39
1997-04-18,1000,2.37
1997-04-18,200,2.58
1997-04-30,100,2.38
1997-04-30,1500,1.84
1997-04-30,200,2.39
1997-04-30,2000,1.1
1997-04-30,500,2.32
1997-04-30,1000,2.95
1997-04-30,300,2.38
1997-04-30,2500,0.5
1997-05-06,1000,2.43
1997-05-06,500,1.51
1997-05-06,2500,
1997-05-06,1500,1.23
1997-05-06,200,1.44
1997-05-06,2000,1.2
1997-05-06,100,1.56
1997-05-06,300,1.43
1997-05-30,2500,
1997-05-30,1500,
1997-05-30,1000,
1997-05-30,2000,
1997-05-30,100,
1997-05-30,500,
1997-06-05,500,1.46
1997-06-05,2000,2.1
1997-06-05,2500,0.82
1997-06-05,300,1.13
1997-06-05,200,0.96
1997-06-05,100,0.85
1997-06-05,1000,2.54
1997-06-05,1500,1.85
1997-06-18,2500,0.97
1997-06-18,1000,1.2
1997-06-18,1500,2.05
1997-06-18,200,0.74
1997-06-18,500,0.91
1997-06-18,300,0.69
1997-06-18,100,0.67
1997-06-18,2000,2.28
1997-07-02,1000,2.79
1997-07-02,300,1.45
1997-07-02,1500,2.12
1997-07-02,100,1.26
1997-07-02,2000,1.5
1997-07-02,500,1.89
1997-07-02,2500,0.77
1997-07-02,200,1.31
1997-07-09,300,2.0
1997-07-09,200,1.91
1997-07-09,2500,0.73
1997-07-09,500,2.04
1997-07-09,2000,1.9
1997-07-09,1500,1.88
1997-07-09,100,1.97
1997-07-09,1000,1.99
1997-07-15,200,2.26
1997-07-15,1000,3.23
1997-07-15,2500,0.52
1997-07-15,2000,0.57
1997-07-15,300,3.18
1997-07-15,500,3.57
1997-07-15,1500,2.88
1997-07-15,100,2.2
1997-07-23,2000,2.0
1997-07-23,2500,0.72
1997-07-23,1500,3.08
1997-07-23,500,3.08
1997-07-23,300,2.94
1997-07-23,200,2.69
1997-07-23,1000,3.48
1997-07-23,100,2.86
1997-07-30,2000,0.63
1997-07-30,1500,2.96
1997-07-30,200,2.33
1997-07-30,500,2.23
1997-07-30,1000,3.34
1997-07-30,100,2.27
1997-07-30,300,2.19
1997-07-30,2000,1.34
1997-08-05,1000,2.67
1997-08-05,300,2.07
1997-08-05,100,1.97
1997-08-05,2000,1.19
1997-08-05,500,2.09
1997-08-05,200,2.03
1997-08-05,1500,3.91
1997-08-05,2500,0.54
1997-08-12,100,1.84
1997-08-12,1000,3.75
1997-08-12,2500,0.52
1997-08-12,500,3.39
1997-08-12,200,1.88
1997-08-12,2000,0.94
1997-08-12,1500,2.71
1997-08-12,300,1.93
1997-08-18,1000,4.34
1997-08-18,2000,1.02
1997-08-18,1500,3.61
1997-08-18,2500,0.56
1997-08-18,300,1.79
1997-08-18,200,1.63
1997-08-18,100,1.59
1997-08-18,500,1.68
1997-08-25,100,2.6
1997-08-25,500,2.87
1997-08-25,1000,5.06
1997-08-25,2500,0.45
1997-08-25,1500,3.6
1997-08-25,200,2.68
1997-08-25,300,2.42
1997-08-25,2000,2.44
1997-09-01,500,5.05
1997-09-01,300,5.85
1997-09-01,1500,1.6
1997-09-01,2500,0.51
1997-09-01,100,5.46
1997-09-01,200,4.9
1997-09-01,2000,0.62
1997-09-01,1000,3.53
1997-09-08,500,4.62
1997-09-08,2000,0.22
1997-09-08,200,6.12
1997-09-08,1500,3.38
1997-09-08,1500,0.7
1997-09-08,100,6.03
1997-09-08,1000,3.17
1997-09-08,300,6.0
1997-09-18,500,2.36
1997-09-18,200,3.33
1997-09-18,100,3.4
1997-09-18,1000,0.89
1997-09-18,2500,0.18
1997-09-18,1500,0.65
1997-09-18,300,3.5
1997-09-18,2000,0.26
1997-09-25,2400,0.48
1997-09-25,1400,0.95
1997-09-25,900,3.17
1997-09-25,400,2.66
1997-09-25,300,2.13
1997-09-25,100,2.05
1997-09-25,200,2.19
1997-09-25,1900,0.33
1997-10-22,2500,2.6
1997-10-22,1500,2.68
1997-10-22,200,3.56
1997-10-22,100,3.07
1997-10-22,300,2.74
1997-10-22,1000,2.37
1997-10-22,2000,1.88
1997-10-22,500,3.13
1997-11-13,500,1.57
1997-11-13,200,1.12
1997-11-13,2000,0.47
1997-11-13,1000,1.24
1997-11-13,300,1.07
1997-11-13,1500,0.74
1997-11-13,2500,0.39
1997-11-13,100,1.06
1997-12-10,200,2.36
1997-12-10,1000,0.8
1997-12-10,2000,0.72
1997-12-10,1500,0.46
1997-12-10,100,2.34
1997-12-10,300,2.38
1997-12-10,2500,0.61
1997-12-10,500,2.36
1998-01-14,2000,0.35
1998-01-14,100,1.17
1998-01-14,1500,0.44
1998-01-14,1000,1.17
1998-01-14,2500,0.46
1998-01-14,500,1.31
1998-01-14,200,1.18
1998-01-14,300,1.23
1998-02-12,100,3.45
1998-02-12,2500,0.51
1998-02-12,2000,1.16
1998-02-12,1500,1.96
1998-02-12,300,3.59
1998-02-12,200,3.55
1998-02-12,500,
1998-02-12,1000,2.53
1998-02-25,2500,0.87
1998-02-25,1000,6.07
1998-02-25,100,8.24
1998-02-25,2000,1.2
1998-02-25,500,8.12
1998-02-25,200,9.04
1998-02-25,1500,4.39
1998-02-25,300,7.74
1998-03-11,2500,15.41
1998-03-11,200,15.26
1998-03-11,2000,14.49
1998-03-11,300,14.73
1998-03-11,1000,15.94
1998-03-11,1500,15.94
1998-03-11,500,14.49
1998-03-11,100,16.23
1998-03-26,200,4.82
1998-03-26,1000,9.81
1998-03-26,500,5.53
1998-03-26,100,4.2
1998-03-26,2500,11.74
1998-03-26,300,3.57
1998-03-26,1500,10.87
1998-03-26,2000,13.58
1998-04-01,2000,4.5
1998-04-01,100,2.26
1998-04-01,2500,15.74
1998-04-01,500,2.97
1998-04-01,1000,3.61
1998-04-01,1500,2.77
1998-04-01,200,2.59
1998-04-01,300,2.97
1998-04-22,300,2.54
1998-04-22,2000,2.65
1998-04-22,1000,3.81
1998-04-22,200,2.77
1998-04-22,2500,2.03
1998-04-22,100,2.55
1998-04-22,1500,3.61
1998-04-22,500,2.96
1998-05-11,100,1.76
1998-05-11,200,1.65
1998-05-11,1400,1.06
1998-05-11,400,2.03
1998-05-11,900,2.1
1998-05-11,300,1.56
1998-05-11,2400,0.82
1998-05-11,1900,0.67
1998-06-10,300,2.12
1998-06-10,2500,0.58
1998-06-10,1000,3.04
1998-06-10,1500,1.06
1998-06-10,100,2.22
1998-06-10,2000,1.48
1998-06-10,500,2.05
1998-06-10,200,1.98
1998-06-25,2000,0.7
1998-06-25,100,1.45
1998-06-25,500,1.36
1998-06-25,1000,1.05
1998-06-25,300,1.73
1998-06-25,2500,1.9
1998-06-25,1500,1.47
1998-06-25,200,1.44
1998-07-02,200,1.64
